order_item_id,order_id,product_id,quantity,price,discount,total
145,51,53,5,1994.07,568.18,9970.35
146,51,37,4,367.0,94.87,1468.0
147,52,33,5,1346.15,338.81,6730.75
148,52,98,3,308.09,78.77,924.27
149,52,88,3,1424.75,352.39,4274.25
150,53,52,1,1203.07,78.57,1203.07
151,53,50,4,1304.54,138.15,5218.16
152,53,91,3,1500.3,59.58,4500.9
153,53,72,4,917.87,245.66,3671.48
154,54,72,4,828.88,107.35,3315.52
155,54,43,1,1867.41,445.52,1867.41
156,54,70,4,1781.55,195.25,7126.2
157,54,92,5,900.53,200.19,4502.65
158,54,67,4,879.21,260.36,3516.84
159,55,38,4,1334.76,88.03,5339.04
160,55,100,3,546.02,80.99,1638.06
161,55,33,4,1751.39,192.7,7005.56
162,55,8,4,182.0,11.16,728.0
163,55,36,3,1128.48,268.55,3385.44
164,56,82,4,1296.81,273.3,5187.24
165,56,98,5,479.81,100.6,2399.05
166,56,51,5,576.45,43.85,2882.25
167,56,50,2,1934.88,212.31,3869.76
168,57,66,5,1636.43,119.62,8182.15
169,57,4,1,1444.16,204.52,1444.16
170,58,59,3,697.89,80.1,2093.67
171,58,10,3,1473.62,168.71,4420.86
172,58,44,4,129.9,3.02,519.6
173,58,55,1,1525.09,121.49,1525.09
174,58,100,1,1144.59,63.26,1144.59
175,59,61,2,1728.96,169.13,3457.92
176,59,58,4,1009.82,49.13,4039.28
177,60,2,1,1198.43,298.09,1198.43
178,60,40,3,774.92,179.71,2324.76
179,60,60,4,854.22,43.78,3416.88
180,61,46,2,1106.48,206.1,2212.96
181,62,75,5,1502.93,226.39,7514.65
182,62,44,5,1470.99,107.8,7354.95
183,62,34,5,518.25,30.19,2591.25
184,63,15,3,1869.84,267.95,5609.52
185,63,92,1,1673.33,457.24,1673.33
186,63,99,3,1753.97,295.56,5261.91
187,63,60,4,81.7,10.64,326.8
188,64,88,4,13.29,1.12,53.16
189,64,74,5,299.6,26.3,1498.0
190,64,62,1,1325.77,324.41,1325.77
191,64,22,5,1379.51,7.34,6897.55
192,64,38,5,1010.49,112.3,5052.45
193,65,3,4,527.41,9.31,2109.64
194,65,88,2,1375.72,229.52,2751.44
195,65,67,1,628.26,163.58,628.26
196,66,4,4,154.78,20.39,619.12
197,67,29,1,1328.87,10.59,1328.87
198,67,62,3,1264.2,136.17,3792.6
199,67,37,5,1519.49,172.28,7597.45
200,68,25,4,95.61,10.11,382.44
201,68,11,2,1126.31,83.0,2252.62
202,68,68,1,1295.58,63.43,1295.58
203,68,94,4,624.78,117.25,2499.12
204,69,89,2,860.47,51.92,1720.94
205,69,51,2,188.58,40.55,377.16
206,69,81,1,469.02,113.49,469.02
207,69,48,3,1735.86,256.81,5207.58
208,69,66,3,1377.37,388.78,4132.11
209,70,91,3,226.39,37.9,679.17
210,70,79,2,655.47,147.41,1310.94
211,70,38,4,430.14,69.03,1720.56
212,71,33,3,784.17,146.3,2352.51
213,71,9,2,1887.28,385.26,3774.56
214,71,81,4,1253.03,172.81,5012.12
215,72,21,5,174.92,52.08,874.6
216,72,56,3,233.57,60.53,700.71
217,73,63,3,896.9,147.31,2690.7
218,73,91,4,630.43,170.01,2521.72
219,73,66,1,484.93,84.55,484.93
220,73,68,1,248.97,19.18,248.97
221,73,18,4,1092.29,239.14,4369.16
222,74,53,5,527.95,58.01,2639.75
223,74,57,2,684.4,159.9,1368.8
224,74,27,4,884.1,168.53,3536.4
225,74,24,5,1505.24,46.43,7526.2
226,75,82,1,658.32,112.77,658.32
227,75,69,5,268.86,25.77,1344.3
228,75,40,2,581.34,58.39,1162.68
229,76,32,5,951.77,58.8,4758.85
230,76,69,2,800.05,209.1,1600.1
231,76,55,5,1616.05,140.53,8080.25
232,76,25,2,743.08,4.32,1486.16
233,76,65,5,1187.99,105.18,5939.95
234,77,4,4,248.92,74.22,995.68
235,77,54,1,47.19,10.22,47.19
236,77,8,1,861.05,244.97,861.05
237,77,16,1,1251.43,2.59,1251.43
238,78,62,4,1294.94,257.47,5179.76
239,78,72,2,1510.78,202.47,3021.56
240,78,3,2,1864.96,449.58,3729.92
241,78,54,5,957.41,247.23,4787.05
242,78,97,1,957.54,254.03,957.54
243,79,39,5,91.6,15.76,458.0
244,79,54,4,682.05,86.37,2728.2
245,80,62,1,832.39,53.54,832.39
246,80,7,3,497.61,15.66,1492.83
247,80,53,1,1992.16,363.68,1992.16
248,81,79,1,1678.08,454.02,1678.08
249,81,61,1,1071.63,300.03,1071.63
250,81,96,2,1529.41,134.83,3058.82
251,82,66,4,1943.75,237.33,7775.0
252,82,52,3,1680.99,141.42,5042.97
253,82,82,3,1201.28,81.89,3603.84
254,83,55,3,856.9,170.95,2570.7
255,83,39,2,763.72,169.81,1527.44
256,83,13,3,1451.87,389.68,4355.61
257,83,83,1,1340.55,250.51,1340.55
258,84,53,4,1647.42,222.62,6589.68
259,84,31,4,1712.81,1.04,6851.24
260,84,58,1,1695.83,463.53,1695.83
261,85,18,4,1592.05,377.58,6368.2
262,85,22,1,1754.55,172.78,1754.55
263,85,17,3,75.71,1.22,227.13
264,86,83,5,1429.32,420.14,7146.6
265,86,49,3,1230.65,313.24,3691.95
266,86,21,1,1602.52,267.12,1602.52
267,86,91,3,1298.09,321.67,3894.27
268,87,46,4,482.88,1.3,1931.52
269,87,53,3,1409.14,393.9,4227.42
270,87,34,1,335.17,43.06,335.17
271,87,67,3,478.61,96.14,1435.83
272,88,88,5,1250.21,373.69,6251.05
273,88,81,4,1328.0,317.24,5312.0
274,88,67,2,510.23,55.91,1020.46
275,88,65,1,1776.23,111.41,1776.23
276,88,35,1,1131.56,88.92,1131.56
277,89,28,1,223.81,54.48,223.81
278,89,90,2,1622.94,180.53,3245.88
279,89,53,2,68.3,18.0,136.6
280,89,49,3,1584.14,465.23,4752.42
281,90,65,2,1057.46,18.17,2114.92
282,90,60,2,1529.42,333.44,3058.84
283,90,33,1,304.92,6.04,304.92
284,90,82,1,878.19,72.27,878.19
285,90,44,5,1676.71,258.45,8383.55
286,91,59,5,742.34,113.92,3711.7
287,91,65,3,1810.23,150.6,5430.69
288,92,3,1,396.96,95.51,396.96
289,93,53,5,1921.74,199.58,9608.7
290,94,42,5,1278.08,360.34,6390.4
291,94,8,3,163.26,30.12,489.78
292,94,55,4,157.12,9.87,628.48
293,94,9,2,293.2,43.91,586.4
294,95,87,4,389.43,113.07,1557.72
295,95,79,5,468.78,127.02,2343.9
296,96,37,5,360.42,93.13,1802.1
297,96,8,2,1590.73,19.8,3181.46
298,97,100,5,136.55,33.8,682.75
299,97,38,2,1092.08,288.46,2184.16
300,97,47,2,312.0,82.03,624.0
301,97,51,3,1743.52,135.64,5230.56
302,98,84,1,467.89,129.61,467.89
303,99,4,2,32.06,4.67,64.12
304,99,85,5,1065.77,104.66,5328.85
305,99,54,5,1438.04,333.14,7190.2
306,99,86,5,1824.51,124.87,9122.55
307,100,74,2,1138.68,95.36,2277.36
308,100,18,4,203.92,0.66,815.68
309,101,13,1,650.2,69.77,650.2
310,101,53,5,562.06,20.47,2810.3
311,101,23,3,590.74,152.96,1772.22
312,101,36,4,669.02,31.2,2676.08
313,101,82,2,1089.71,231.19,2179.42
314,102,53,3,1293.89,39.18,3881.67
315,102,96,2,1523.78,351.95,3047.56
316,103,36,4,735.75,163.02,2943.0
317,104,90,1,128.78,25.09,128.78
318,104,5,4,236.85,17.54,947.4
319,104,89,5,461.55,124.59,2307.75
320,104,31,4,311.89,20.28,1247.56
321,104,2,2,357.2,16.28,714.4
322,105,43,3,215.71,54.37,647.13
323,105,53,3,834.87,44.48,2504.61
324,105,4,3,1880.54,415.07,5641.62
325,106,88,2,138.88,23.57,277.76
326,106,11,1,1484.21,322.05,1484.21
327,107,62,3,1164.95,330.63,3494.85
328,107,97,2,862.97,226.95,1725.94
329,108,5,1,1769.54,312.85,1769.54
330,108,44,1,1418.46,416.5,1418.46
331,108,90,1,960.19,253.5,960.19
332,109,99,5,985.2,206.64,4926.0
333,109,12,2,1696.68,180.02,3393.36
334,109,8,3,381.22,48.07,1143.66
335,109,83,4,37.51,0.01,150.04
336,110,80,3,1048.08,254.5,3144.24
337,110,58,2,616.7,131.51,1233.4
338,110,55,5,883.59,41.52,4417.95
339,111,47,3,1293.62,232.99,3880.86
340,112,8,4,623.89,140.99,2495.56
341,112,6,3,1602.55,93.69,4807.65
342,112,26,4,920.91,196.5,3683.64
343,112,83,2,1424.1,139.66,2848.2
344,112,42,5,457.19,17.06,2285.95
345,113,51,5,132.38,27.52,661.9
346,113,85,2,1790.96,490.75,3581.92
347,113,3,2,1832.27,461.16,3664.54
348,113,2,1,425.5,75.14,425.5
349,113,37,2,1644.9,17.42,3289.8
350,114,21,5,357.24,62.09,1786.2
351,115,12,5,666.27,4.59,3331.35
352,115,37,4,231.61,23.77,926.44
353,116,78,4,1217.8,268.05,4871.2
354,116,61,1,79.65,20.01,79.65
355,116,39,5,1407.71,63.45,7038.55
356,116,93,4,270.27,73.26,1081.08
357,117,36,4,774.78,204.66,3099.12
358,117,19,3,799.13,78.18,2397.39
359,118,58,5,1960.54,271.91,9802.7
360,118,17,4,332.81,91.59,1331.24
361,118,48,3,669.7,124.82,2009.1
362,118,50,2,1298.15,222.11,2596.3
363,119,23,1,958.09,10.12,958.09
364,120,98,4,1503.47,339.2,6013.88
365,120,4,1,35.05,10.34,35.05
366,120,67,4,827.28,54.89,3309.12
367,121,73,1,1030.64,260.03,1030.64
368,121,88,1,1684.24,415.41,1684.24
369,121,37,4,616.99,67.78,2467.96
370,121,18,4,1764.98,512.63,7059.92
371,121,4,2,765.66,99.65,1531.32
372,122,66,2,1653.84,319.38,3307.68
373,122,20,2,1894.49,340.44,3788.98
374,123,57,4,491.25,25.33,1965.0
375,123,24,5,1795.62,69.7,8978.1
376,123,69,1,1557.88,387.48,1557.88
377,124,17,4,1203.69,325.77,4814.76
378,124,85,5,1824.47,148.2,9122.35
379,124,11,1,501.94,60.44,501.94
380,124,8,4,722.63,185.55,2890.52
381,125,92,4,697.74,186.17,2790.96
382,126,1,5,881.89,68.91,4409.45
383,126,3,3,640.36,106.32,1921.08
384,126,96,1,97.92,8.79,97.92
385,126,30,5,201.56,2.52,1007.8
386,126,20,3,1737.83,85.82,5213.49
387,127,22,2,815.41,221.98,1630.82
388,127,80,1,592.13,11.2,592.13
389,127,60,1,499.13,51.32,499.13
390,127,4,5,1141.64,18.96,5708.2
391,128,80,2,234.93,34.0,469.86
392,128,9,5,236.2,33.46,1181.0
393,128,8,1,146.51,16.95,146.51
394,128,78,1,1427.13,273.54,1427.13
395,129,45,4,859.31,14.87,3437.24
396,129,77,5,640.59,53.3,3202.95
397,129,41,2,1006.53,222.2,2013.06
398,129,67,3,912.56,140.28,2737.68
399,129,15,4,980.15,10.54,3920.6
400,130,52,1,621.26,145.57,621.26
401,131,42,5,1265.68,227.3,6328.4
402,131,21,4,1472.34,340.22,5889.36
403,131,81,4,707.72,118.52,2830.88
404,131,26,3,538.0,42.7,1614.0
405,131,82,5,719.54,38.37,3597.7
406,132,87,2,1251.72,185.81,2503.44
407,132,30,5,510.33,45.39,2551.65
408,132,59,1,1741.6,75.31,1741.6
409,132,55,1,264.61,41.84,264.61
410,133,45,4,1160.61,322.04,4642.44
411,133,88,5,516.05,75.47,2580.25
412,133,25,3,436.88,127.57,1310.64
413,134,79,5,178.61,26.26,893.05
414,134,14,4,772.6,69.23,3090.4
415,134,17,2,1384.89,413.55,2769.78
416,135,75,3,1136.25,235.48,3408.75
417,135,12,4,1717.06,201.55,6868.24
418,135,72,4,294.96,52.08,1179.84
419,135,77,3,1757.27,291.21,5271.81
420,135,28,3,25.93,0.35,77.79
421,136,49,5,1936.53,295.58,9682.65
422,136,60,3,1094.42,5.04,3283.26
423,136,36,1,1646.07,375.78,1646.07
424,136,6,3,930.38,96.48,2791.14
425,137,12,3,1769.62,376.57,5308.86
426,137,37,5,1923.5,297.04,9617.5
427,137,34,3,769.8,56.06,2309.4
428,137,30,1,1013.58,56.78,1013.58
429,138,86,3,722.28,180.21,2166.84
430,138,9,3,435.24,104.41,1305.72
431,139,17,3,1007.36,243.59,3022.08
432,140,25,5,869.28,179.15,4346.4
433,140,79,2,1589.38,395.47,3178.76
434,140,27,3,1616.12,428.77,4848.36
435,140,60,3,151.16,39.3,453.48
436,141,84,2,1870.51,497.74,3741.02
437,142,5,2,1082.16,55.91,2164.32
438,142,49,2,685.44,57.41,1370.88
439,143,46,2,1688.95,290.97,3377.9
440,143,51,1,573.91,63.41,573.91
441,143,83,1,1547.37,385.94,1547.37
442,143,60,1,1809.83,185.64,1809.83
443,143,81,1,1569.66,277.48,1569.66
444,144,34,5,1237.76,160.67,6188.8
445,144,82,2,1928.11,53.74,3856.22
446,144,20,5,1264.72,72.38,6323.6
447,145,65,5,1447.39,353.4,7236.95
448,145,62,5,454.43,49.46,2272.15
449,145,36,3,601.22,23.14,1803.66
450,145,100,1,29.93,2.48,29.93
451,145,83,3,1581.67,411.53,4745.01
452,146,80,5,1436.13,186.92,7180.65
453,146,58,5,85.53,16.65,427.65
454,146,17,2,107.48,28.32,214.96
455,146,37,3,1267.56,0.91,3802.68
456,147,88,3,395.44,106.17,1186.32
457,147,4,4,414.43,91.55,1657.72
458,147,23,5,1261.6,319.02,6308.0
459,147,63,2,322.37,5.73,644.74
460,147,39,5,1630.63,93.62,8153.15
461,148,89,5,921.39,47.87,4606.95
462,148,79,1,1436.11,317.81,1436.11
463,148,23,1,1228.47,97.04,1228.47
464,148,77,3,347.48,33.64,1042.44
465,149,61,5,1875.4,44.0,9377.0
466,150,27,1,566.3,85.6,566.3
467,150,73,2,547.33,131.82,1094.66
468,150,10,3,171.04,5.02,513.12
469,151,14,2,1363.69,141.39,2727.38
470,151,4,4,289.02,1.56,1156.08
471,151,97,3,468.89,16.68,1406.67
472,152,83,2,772.11,220.93,1544.22
473,152,98,3,747.18,90.07,2241.54
474,152,39,4,186.56,17.95,746.24
475,152,76,5,1224.28,129.31,6121.4
476,153,57,3,720.57,33.0,2161.71
477,154,97,4,615.37,88.88,2461.48
478,154,90,3,575.34,68.99,1726.02
479,155,68,4,105.6,14.3,422.4
480,155,34,2,373.51,52.01,747.02
481,155,13,4,1923.98,570.7,7695.92
482,155,4,1,1790.53,258.84,1790.53
483,155,43,1,1666.22,475.98,1666.22
484,156,22,1,350.98,0.2,350.98
485,157,99,5,80.59,7.16,402.95
486,157,8,5,974.07,18.43,4870.35
487,157,57,4,871.38,244.87,3485.52
488,157,35,1,1211.88,0.1,1211.88
489,158,32,5,586.73,102.97,2933.65
490,158,27,3,356.25,96.96,1068.75
491,158,12,5,179.04,11.74,895.2
492,159,73,4,544.99,39.92,2179.96
493,159,84,3,730.95,16.48,2192.85
494,160,40,5,832.28,20.02,4161.4
495,160,5,2,396.98,45.18,793.96
496,160,4,3,1820.62,161.22,5461.86
497,160,3,3,603.3,46.68,1809.9
498,160,19,1,1099.97,282.91,1099.97
499,161,45,3,277.03,56.71,831.09
500,162,46,2,1422.87,219.66,2845.74
501,162,99,4,1574.75,14.37,6299.0
502,162,72,2,1018.01,66.96,2036.02
503,163,23,2,1971.5,76.01,3943.0
504,163,73,5,1379.71,77.1,6898.55
505,163,31,4,63.1,12.36,252.4
506,163,91,5,1655.87,9.58,8279.35
507,163,83,4,270.95,13.0,1083.8
508,164,24,1,939.03,22.21,939.03
509,165,13,4,1120.32,79.76,4481.28
510,165,15,2,1258.95,318.55,2517.9
511,166,90,5,572.77,88.06,2863.85
512,166,39,5,1235.79,40.84,6178.95
513,166,36,1,519.42,59.32,519.42
514,166,52,1,713.12,5.69,713.12
515,167,93,5,1329.5,255.78,6647.5
516,167,8,4,141.94,34.76,567.76
517,167,97,1,1170.71,279.41,1170.71
518,167,100,2,208.78,14.32,417.56
519,167,64,3,567.17,141.03,1701.51
520,168,25,4,1484.32,158.04,5937.28
521,168,93,3,743.38,183.2,2230.14
522,168,15,2,1444.09,274.88,2888.18
523,168,24,3,1568.76,186.2,4706.28
524,168,31,4,344.45,65.3,1377.8
525,169,90,3,1234.4,70.89,3703.2
526,169,85,1,1608.31,181.06,1608.31
527,169,68,4,500.08,33.62,2000.32
528,169,17,3,191.36,40.4,574.08
529,169,79,3,715.73,171.45,2147.19
530,170,13,4,174.28,8.98,697.12
531,171,93,1,1648.59,209.19,1648.59
532,171,50,3,1663.51,197.32,4990.53
533,172,12,2,441.52,77.11,883.04
534,172,23,5,1901.7,463.29,9508.5
535,173,61,3,1328.11,306.44,3984.33
536,173,41,2,1452.73,223.3,2905.46
537,173,38,3,140.74,1.49,422.22
538,174,3,5,896.16,118.36,4480.8
539,175,40,1,599.02,79.18,599.02
540,175,37,1,806.43,107.75,806.43
541,175,88,1,831.32,177.03,831.32
542,176,78,5,781.49,48.5,3907.45
543,176,36,2,35.77,7.74,71.54
544,176,55,5,1282.74,310.85,6413.7
545,176,61,4,1344.02,257.93,5376.08
546,177,38,5,584.63,158.21,2923.15
547,177,90,3,38.01,1.72,114.03
548,177,95,3,1242.22,10.75,3726.66
549,177,46,2,894.6,262.1,1789.2
550,178,55,5,1977.24,570.5,9886.2
551,178,73,4,735.32,53.53,2941.28
552,179,28,1,947.82,69.45,947.82
553,179,57,5,850.19,122.82,4250.95
554,179,18,2,1361.06,82.01,2722.12
555,180,33,4,432.75,17.6,1731.0
556,180,86,3,1190.39,108.89,3571.17
557,180,65,2,151.13,16.29,302.26
558,181,76,1,245.66,61.66,245.66
559,181,82,4,10.26,2.57,41.04
560,181,96,4,1514.92,381.77,6059.68
561,181,54,1,1299.01,111.51,1299.01
562,182,5,4,1601.18,243.43,6404.72
563,183,4,2,1084.71,93.98,2169.42
564,184,37,1,953.89,21.31,953.89
565,184,64,2,505.72,75.14,1011.44
566,184,81,1,905.21,261.87,905.21
567,184,28,3,656.87,93.84,1970.61
568,185,70,5,646.09,33.43,3230.45
569,185,98,3,500.54,21.75,1501.62
570,185,42,2,1207.51,1.89,2415.02
571,185,78,5,1175.13,316.7,5875.65
572,186,100,1,408.87,117.0,408.87
573,186,20,2,1851.73,113.99,3703.46
574,187,70,1,1945.2,557.86,1945.2
575,187,23,2,1109.43,247.24,2218.86
576,188,30,3,83.39,2.72,250.17
577,188,66,3,1387.18,381.34,4161.54
578,189,100,3,1498.66,348.69,4495.98
579,189,95,2,1406.7,367.81,2813.4
580,190,87,3,1094.66,32.67,3283.98
581,190,13,3,1988.87,431.93,5966.61
582,190,10,4,1452.9,350.4,5811.6
583,190,2,5,1702.07,467.77,8510.35
584,191,20,5,1776.82,381.7,8884.1
585,191,63,2,1842.96,368.37,3685.92
586,191,69,3,1102.54,2.21,3307.62
587,192,54,2,1610.98,268.53,3221.96
588,192,20,3,1545.25,382.35,4635.75
589,192,25,2,1787.12,390.02,3574.24
590,193,81,4,427.89,7.35,1711.56
591,193,82,2,1149.98,318.7,2299.96
592,194,73,1,983.83,53.69,983.83
593,194,33,4,1066.08,108.81,4264.32
594,194,93,3,894.02,134.33,2682.06
595,194,10,2,1123.0,279.35,2246.0
596,194,68,5,199.28,31.48,996.4
597,195,22,2,880.3,121.85,1760.6
598,195,80,4,46.79,3.12,187.16
599,195,15,1,380.67,5.39,380.67
600,195,59,3,726.67,169.03,2180.01
601,195,85,5,1543.98,316.45,7719.9
602,196,28,3,1610.38,358.23,4831.14
603,196,4,1,1137.5,137.04,1137.5
604,196,81,1,63.64,1.07,63.64
605,197,2,4,816.89,106.0,3267.56
606,197,66,2,1654.63,299.38,3309.26
607,197,27,2,47.61,14.18,95.22
608,197,43,5,1132.72,202.91,5663.6
609,197,23,3,1474.22,103.4,4422.66
610,198,65,2,95.18,14.58,190.36
611,198,28,3,367.04,61.71,1101.12
612,198,46,2,898.57,177.74,1797.14
613,199,28,2,1091.1,218.53,2182.2
614,200,17,2,783.01,23.0,1566.02
615,200,18,2,666.79,69.06,1333.58
616,200,20,4,1573.58,279.04,6294.32
617,200,81,2,1438.95,66.06,2877.9
618,201,70,4,1735.06,28.77,6940.24
619,201,26,1,1850.66,515.85,1850.66
620,201,36,2,1062.49,299.55,2124.98
621,201,13,5,859.76,105.65,4298.8
622,201,2,2,778.77,76.35,1557.54
623,202,93,4,1547.77,344.34,6191.08
624,202,46,4,638.97,135.13,2555.88
625,202,96,3,339.35,21.14,1018.05
626,202,54,5,1005.33,269.11,5026.65
627,202,87,3,531.51,82.89,1594.53
628,203,80,4,983.46,36.81,3933.84
629,204,100,4,568.01,64.42,2272.04
630,204,34,3,1632.14,46.31,4896.42
631,205,62,1,1129.27,282.17,1129.27
632,206,16,5,992.71,269.7,4963.55
633,206,61,4,1113.53,42.59,4454.12
634,206,19,4,1393.73,49.89,5574.92
635,206,86,5,25.95,1.04,129.75
636,207,33,2,37.75,10.09,75.5
637,207,65,3,1336.36,343.14,4009.08
638,207,23,3,379.75,11.31,1139.25
639,208,29,5,780.2,130.47,3901.0
640,209,57,4,154.38,43.36,617.52
641,209,21,1,300.89,84.57,300.89
642,209,74,4,1686.4,193.89,6745.6
643,210,7,4,395.21,106.59,1580.84
644,211,73,3,485.29,47.67,1455.87
645,211,93,3,466.27,123.65,1398.81
646,211,26,1,1862.5,485.74,1862.5
647,211,84,5,694.08,201.35,3470.4
648,212,28,1,1826.93,391.59,1826.93
649,213,53,1,1739.96,342.89,1739.96
650,214,11,5,724.71,19.66,3623.55
651,214,32,1,1929.32,393.97,1929.32
652,214,21,4,306.27,61.07,1225.08
653,215,21,4,379.54,113.67,1518.16
654,215,59,1,1270.6,39.34,1270.6
655,216,70,3,1125.61,23.54,3376.83
